1830	
16129704	0
5311128	1
25074887	2
14257662	3
54687	4
3404	5
60846	6
5362129	7
71398	8
82153	9
2284	10
9853654	11
89594	12
3958	13
59768	14
387447	15
34359	16
52195	17
33741	18
21704	19
2369	20
3365	21
65028	22
2519	23
5314	24
5212	25
71329	26
5770	27
5472	28
5284632	29
60164	30
4195	31
6324659	32
4679	33
41781	34
2771	35
77993	36
152946	37
5749	38
64143	39
3762	40
3476	41
38521	42
53232	43
43708	44
5391	45
4121	46
4649	47
4197	48
4463	49
5353853	50
20279	51
56959	52
4075	53
1201549	54
60854	55
54746	56
5905	57
2955	58
441383	59
247839	60
3054	61
5333	62
6234	63
2182	64
2578	65
4171	66
54676038	67
5095	68
3784	69
7741	70
5284627	71
42008	72
158781	73
2179	74
2153	75
152951	76
3114	77
4674	78
26987	79
5656	80
5282226	81
443958	82
54841	83
667484	84
104758	85
6917715	86
5288826	87
175805	88
2474	89
3033538	90
4725	91
5481350	92
21319	93
5526	94
40973	95
82146	96
60753	97
40839	98
2732	99
3121	100
60857	101
1983	102
123631	103
43672	104
10531	105
2160	106
9878	107
11963622	108
3715	109
4091	110
657308	111
4095	112
4585	113
2249	114
6509979	115
4167	116
2678	117
39186	118
4976	119
2092	120
5576	121
115355	122
4201	123
8226	124
2145	125
4046	126
44257	127
2818	128
13109	129
439260	130
60613	131
4205	132
33624	133
5572	134
6337614	135
4178	136
2162	137
4642	138
5546	139
454216	140
4919	141
31072	142
5355	143
3290	144
4497	145
21700	146
216239	147
68740	148
4499	149
969472	150
16960	151
3964	152
5831	153
77999	154
119570	155
51634	156
5833	157
4158	158
154417	159
5732	160
3324	161
5282443	162
29327	163
636405	164
6256	165
2913	166
2315	167
2094	168
5481173	169
60750	170
452548	171
41867	172
3883	173
3105	174
5819	175
8378	176
4058	177
3957	178
4893	179
3696	180
5284513	181
4409	182
23665772	183
3826	184
3229	185
3034034	186
54677971	187
5281040	188
60835	189
5071	190
216326	191
5035	192
2662	193
6172	194
2435	195
5284592	196
51081	197
5253	198
2477	199
441314	200
55891	201
5742673	202
5281081	203
35370	204
444031	205
4760	206
3397	207
5509	208
2756	209
3559	210
392622	211
5359371	212
8730	213
564	214
5360696	215
21867154	216
5484727	217
2583	218
449171	219
4170	220
65866	221
3415	222
176870	223
6915944	224
2764	225
3005573	226
4543	227
5978	228
5362124	229
2170	230
3385	231
4991	232
37632	233
5311067	234
2266	235
5717	236
657298	237
1990	238
439693	239
54676228	240
3878	241
3658	242
60855	243
104865	244
54686904	245
2343	246
126941	247
2554	248
62886	249
13342	250
4946	251
3342	252
2803	253
60773	254
4020	255
11333	256
71616	257
10917	258
3033637	259
6436135	260
444036	261
28864	262
3157	263
3291	264
16231	265
3869	266
7638	267
6279	268
1548887	269
2910	270
8982	271
5906	272
2405	273
6323490	274
8280	275
54680690	276
5291	277
5878	278
4474	279
3372	280
6013	281
64139	282
3517	283
2088	284
119182	285
12620	286
5320	287
2796	288
60961	289
54454	290
446556	291
3180	292
4211	293
18283	294
3182	295
5311221	296
5870	297
5533	298
4032	299
71158	300
2520	301
4493	302
5358	303
4848	304
5362065	305
2727	306
6918365	307
9651	308
2733526	309
3961	310
54678486	311
36294	312
31378	313
5281078	314
91270	315
5775	316
16850	317
30323	318
8223	319
5487	320
34040	321
443872	322
4100	323
5625	324
129211	325
41693	326
60825	327
60852	328
3394	329
6196	330
6005	331
43815	332
50294	333
6230	334
60871	335
19861	336
5362119	337
6082	338
57469	339
6646	340
5584	341
4510	342
441290	343
5311309	344
47320	345
5073	346
9568614	347
4034	348
5070	349
4236	350
3000322	351
2564	352
4906	353
3241	354
5530	355
3292	356
3033818	357
60606	358
441130	359
60838	360
1349907	361
441350	362
5281071	363
84088	364
2784	365
4004	366
36462	367
3647	368
60947	369
34312	370
3675	371
4934	372
4044	373
119031	374
2022	375
107807	376
5359476	377
2540	378
5381	379
3341	380
3042	381
4199	382
4740	383
3702	384
5593	385
2381	386
37542	387
4086	388
287180	389
110635	390
3117	391
9270	392
1676	393
16666	394
446987	395
5566	396
51039	397
55245	398
6834	399
3955	400
5503	401
36811	402
4616	403
3152	404
5311304	405
2794	406
15209	407
6058	408
8271	409
4748	410
5351166	411
7028	412
5359272	413
137	414
3059	415
110634	416
3001055	417
445643	418
33572	419
7699	420
5284549	421
5403	422
151171	423
5281037	424
5284616	425
60877	426
54892	427
2800	428
6883	429
5245	430
2471	431
5284566	432
667476	433
5336	434
4633	435
13769	436
5311412	437
5556	438
702	439
60815	440
50599	441
3278	442
4595	443
5311027	444
60648	445
441074	446
5734	447
5281104	448
65981	449
2130	450
4173	451
5280360	452
123606	453
3827	454
3033825	455
43507	456
2895	457
4768	458
3325	459
9444	460
5282381	461
4078	462
4011	463
4636	464
5152	465
4097	466
24066	467
5966	468
54680692	469
17756771	470
656511	471
3331	472
3348	473
4440	474
5078	475
441306	476
6540478	477
4828	478
60726	479
2216	480
65999	481
124087	482
38853	483
457193	484
2267	485
150311	486
3108	487
5991	488
3948	489
2905	490
208902	491
5983	492
5282379	493
3410	494
441281	495
6253	496
681	497
77991	498
60198	499
4614	500
157922	501
2265	502
3446	503
31703	504
77992	505
19003	506
92253	507
2882	508
3454	509
3657	510
3902	511
5482	512
3202	513
4174	514
156419	515
32798	516
6335412	517
5329	518
3488	519
54675783	520
3519	521
2370	522
27661	523
5284607	524
3333	525
446541	526
2161	527
3823	528
3749	529
60700	530
4911	531
667490	532
4913	533
443879	534
3339	535
4054	536
5379	537
5381226	538
157920	539
9642	540
441300	541
3672	542
4507	543
440473	544
38945	545
4539	546
6479523	547
4634	548
17676	549
3779	550
3478	551
4927	552
5311071	553
4066	554
657237	555
4746	556
3100	557
60823	558
3305	559
28620	560
5665	561
3034010	562
3219	563
5910	564
2337	565
4908	566
5311181	567
8550	568
5850	569
2484	570
439501	571
72281	572
1548972	573
3899	574
446157	575
3366	576
16362	577
60953	578
237	579
68617	580
54385	581
5479529	582
4680	583
2725	584
4485	585
74989	586
2157	587
3019	588
3475	589
4753	590
2131	591
7099	592
5505	593
2197	594
6918296	595
3198	596
2375	597
5029	598
6714002	599
4829	600
2585	601
149096	602
5342	603
667468	604
2141	605
3038	606
3103	607
3354	608
5281006	609
2995	610
65863	611
9571107	612
444	613
5583	614
5401	615
4583	616
2754	617
55283	618
4915	619
261004	620
3518	621
4235	622
4601	623
4763	624
146570	625
6726	626
42890	627
10607	628
32681	629
4932	630
2749	631
1978	632
68844	633
259331	634
44093	635
5735	636
6000	637
31101	638
5284583	639
39147	640
4212	641
3373	642
3950	643
5362391	644
60464	645
3033053	646
39468	647
84029	648
5479530	649
31477	650
57363	651
2187	652
37393	653
6914273	654
6436173	655
5281004	656
9433	657
5002	658
5281042	659
15130	660
4168	661
6047	662
2444	663
60795	664
3463	665
2968	666
3759	667
148124	668
6003770	669
91610	670
121891	671
443884	672
3062316	673
6918462	674
208908	675
5311066	676
4369359	677
451668	678
115237	679
5329102	680
3083544	681
3637	682
3011155	683
16681432	684
151166	685
16133751	686
3343	687
2372	688
4883	689
5322	690
17134	691
54682938	692
56339	693
5282165	694
4870	695
6307	696
456255	697
33255	698
43594	699
441199	700
6533629	701
38103	702
21233	703
441289	704
39765	705
56330	706
5311447	707
60919	708
3608	709
6291	710
37464	711
9294	712
3677	713
688561	714
3052776	715
5745	716
39042	717
2833	718
68873	719
441207	720
5161	721
72287	722
28417	723
54766	724
5487427	725
6918155	726
4887	727
5429	728
5479537	729
5282242	730
54676537	731
165580	732
19910	733
43008	734
441080	735
3698	736
4632	737
2218	738
33887	739
235905	740
2206	741
4756	742
4631	743
31401	744
154059	745
4506	746
6435415	747
104838	748
4912	749
5468	750
441397	751
6087	752
33478	753
115163	754
123630	755
4747	756
3652	757
10026	758
3678	759
23897	760
4761	761
62867	762
9429	763
941651	764
5311507	765
4688	766
123619	767
449193	768
159055	769
5288783	770
5311	771
72081	772
936	773
3000226	774
445154	775
4849	776
445580	777
2993	778
4488	779
47499	780
3001028	781
9046	782
3357	783
5361	784
2378	785
3002977	786
2893	787
9880	788
2966	789
941361	790
3396	791
4057	792
6018	793
6445540	794
2663	795
134018	796
208898	797
71301	798
854026	799
285033	800
644241	801
6918537	802
444020	803
53708	804
6918026	805
65833	806
6918248	807
40326	808
108143	809
71360	810
30668	811
10180	812
6918670	813
6918638	814
6918554	815
44591583	816
16222096	817
6476	818
65781	819
3671	820
59227	821
3081361	822
10071196	823
9578005	824
774	825
11561674	826
132971	827
447715	828
11154555	829
4184	830
12035	831
4567	832
27400	833
6518	834
104850	835
129228	836
216416	837
11450633	838
9838022	839
5312125	840
6918456	841
73303	842
219024	843
11954293	844
9930049	845
9875401	846
9869929	847
92974	848
5488548	849
1549000	850
2159	851
11243969	852
154257	853
6918493	854
9690109	855
9854012	856
3052762	857
10113978	858
82148	859
9829523	860
6918837	861
10182969	862
5328940	863
6450551	864
1727	865
131682	866
6918314	867
5709	868
6445226	869
68682	870
2366	871
16136245	872
125017	873
154101	874
6918558	875
22297	876
164739	877
1993	878
6010	879
4436	880
4494	881
7558	882
54690031	883
5335	884
3033968	885
71771	886
2449	887
5419	888
10178705	889
9854073	890
1548943	891
10133	892
443936	893
24199	894
169870	895
151075	896
65015	897
148121	898
5282230	899
10680	900
119828	901
5564	902
2200	903
25295	904
21855	905
5105	906
44112	907
2475	908
6597	909
5502	910
9458	911
213046	912
9871419	913
16220172	914
11238823	915
9853053	916
210320	917
5282452	918
6451164	919
11626560	920
107970	921
25102847	922
54684141	923
42611257	924
10096344	925
9924495	926
11556711	927
9865528	928
11167602	929
11434515	930
15951529	931
24826799	932
9854489	933
